Entidad;Nit Entidad;Departamento Entidad;Ciudad Entidad;;
GOBERNACIÓN DEL DEPARTAMENTO ARCHIPIÉLAGO DE SAN ANDRÉS; PROVIDENCIA Y SANTA CATALINA;892400038;San Andrés, Providencia y Santa Catalina;San Andrés;
SENA REGIONAL VALLE Grupo Administrativo CNPB;899999034;Valle del Cauca;Buenaventura;;
CORPORACION MUSEO HISTORICO DE CARTAGENA DE INDIAS;900409652;Bolívar;Cartagena;;
INSTITUTO NACIONAL DE FORMACION TECNICA PROFESIONAL DE SAN ANDRES Y PROVIDENCIA ISLAS;892400461;San Andrés, Providencia y Santa Catalina;No Definido;;
MUNICIPIO DE SOATA;891855016;No Definido;No Definido;;
ALCALDIA MUNICIPIO DE ARJONA - BOLIVAR;8904802541;No Definido;No Definido;;
MUNICIPIO DE SANTIAGO DE CALI - SECRETARIA DE BIENESTAR SOCIAL;890399011;Valle del Cauca;Cali;;
MUNICIPIO DE SAN VICENTE DE CHUCURI;800099829;Santander;San Vicente De Chucurí;;
MUNICIPIO DE MARSELLA;800099317;No Definido;No Definido;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE MONIQUIRA-INPEC;820000970;Boyacá;Moniquirá;;
MUNICIPIO DE PASCA;890680154;No Definido;No Definido;;
MUNICIPIO DE PISBA;800066389;No Definido;No Definido;;
MUNICIPIO DE SANTA MARIA;800029386;No Definido;No Definido;;
SENA REGIONAL DISTRITO CAPITAL Grupo de Apoyo Administrativo Mixto CSF;899999034;Distrito Capital de Bogotá;Bogotá;;
GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;890399029;Valle del Cauca;Cali;;
ALCALDIA DE BOLIVAR;890210890;Santander;No Definido;;
MUNICIPIO DE JUAN DE ACOSTA.;800069901;No Definido;No Definido;;
MUNICIPIO DE MUZO;800077808;Boyacá;Muzo;;
MUNICIPIO PAZ DE RIO;891855015;No Definido;No Definido;;
ICBF REGIONAL ANTIOQUIA;899999239;Antioquia;Medellín;;
ALCALDIA LOCAL DE SAN CRISTOBAL;899999061;Distrito Capital de Bogotá;Bogotá;;
INSTITUCION EDUCATIVA DEPARTAMENTAL JOSE MARIA OBANDO;832001127;Cundinamarca;El Rosal;;
EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DE LA CANDELARIA;890981719;Antioquia;Envigado;;
MUNICIPIO DE PACHO;899999475;No Definido;No Definido;;
CORPORACION DE ALTA TECNOLOGIA PARA LA DEFENSA;900576075;No Definido;No Definido;;
CONTRALORIA GENERAL DE LA REPUBLICA-CGR- GERENCIA DEPARTAMENTAL NORTE DE SANTANDER;899999067;Norte de Santander;Cúcuta;;
DEPARTAMENTO DE CUNDINAMARCA - SECRETARIA GENERAL;899999114;Distrito Capital de Bogotá;No Definido;;
MINISTERIO DE VIVIENDA. CIUDAD Y TERRITORIO;900463725;Distrito Capital de Bogotá;Bogotá;;
INSTITUCION EDUCATIVA DEPARTAMENTAL LA PLAZUELA;832002568;Cundinamarca;Cogua;;
ALCALDIA DE FILANDIA;890001339;Quindío;Filandia;;
SECRETARIA JURIDICA - DEPARTAMENTO DE CUNDINAMARCA;899999114;Distrito Capital de Bogotá;No Definido;;
CONTRALORIA MUNICIPAL DE SINCELEJO;901052783;Sucre;Sincelejo;;
INSTITUTO PARA LA ECONOMIA SOCIAL- IPES;899999446;Distrito Capital de Bogotá;No Definido;;
ALCALDIA MUNICIPAL DE AIPE;891180070;Huila;Aipe;;
UNIDAD PRESTADORA DE SALUD ATLANTICO;9013620904;Atlántico;Soledad;;
INSTITUTO DE EVALUACION TECNOLOGICA EN SALUD;900574083;Distrito Capital de Bogotá;No Definido;;
FONDO ESPECIAL PARA LA ADMINISTRACIÓN DE BIENES DE LA FISCALÍA GENERAL DE LA NACIÓN;901148337;Cundinamarca;Chía;;
ESCUELA NACIONAL DE CARABINEROS POLICIA NACIONAL;800141208;Cundinamarca;Facatativá;;
ALCALDIA MUNICIPAL DE SUPATA;899999398;Distrito Capital de Bogotá;No Definido;;
ALCALDÍA LOCAL DE BARRIOS UNIDOS;899999061;Distrito Capital de Bogotá;Bogotá;;
FISCALÍA GENERAL DE LA NACIÓN NIVEL CENTRAL.;800152783;Nariño;Tumaco;;
DIRECCION GENERAL DE SANIDAD EJERCITO DISPENSARIO MEDICO 1015 BARRANQUILLA;8300396700;Atlántico;Barranquilla;;
INSTITUTO COLOMBIANO AGROPECUARIO (ICA) - SECCIONAL ATLANTICO;899999069;Atlántico;Barranquilla;;
E.S.E. HOSPITAL OSCAR EMIRO VERGARA CRUZ;890985660;No Definido;No Definido;;
INSTITUCION EDUCATIVA LOS GARZONES;812008180;No Definido;No Definido;;
CONTRALORIA MUNICIPAL DE VILLAVICENCIO;892003636;Meta;Villavicencio;;
MUNICIPIO DE CABRERA CUNDINAMARCA;890680107;No Definido;No Definido;;
MUNICIPIO DE PITALITO;891180077;No Definido;No Definido;;
municipio san miguel de sema;8918012861;No Definido;No Definido;;
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE MANZANARES;890801699;Caldas;Manzanares;;
SECRETARIA DISTRITAL DE LA MUJER;899999061;No Definido;No Definido;;
INSTITUTO PARA LA CULTURA; EL TURISMO; EL DEPORTE Y LA RECREACION DE MONIQUIRA;820003746;No Definido;No Definido
MUNICIPIO DE MOTAVITA;891801994;No Definido;No Definido;;
INSTITUTO DE CULTURA RECREACION Y DEPORTE DE EL COPEY - ICRED;900384217;Cesar;El Copey;;
BENEFICENCIA DE CUNDINAMARCA;899999072;No Definido;No Definido;;
MUNICIPIO DE SEGOVIA;890981391;No Definido;No Definido;;
INSTITUTO COLOMBIANO AGROPECUARIO - SECCIONAL VAUPÉS;899999069;Vaupés;Mitú;;
CONCEJO MUNICIPAL ARCABUCO;800063791;Boyacá;Arcabuco;;
POLICÍA METROPOLITANA DE SAN JUAN DE PASTO;900807338;Nariño;Pasto;;
GOBERNACIÓN DE CUNDINAMARCA- SECRETARÍA DE PRENSA Y COMUNICACIONES;899999114;Distrito Capital de Bogotá;Bogotá;;
PERSONERIA MUNICIPAL DE BARRANCABERMEJA;829001855;Santander;Barrancabermeja;;
EMPRESA DE SERVICIOS PUBLICOS DE BOSCONIA;800215902;No Definido;No Definido;;
MUNICIPIO DE CHIVOR;800131177;No Definido;No Definido;;
EMPRESA SOCIAL DEL ESTADO POPAYAN ESE;900145579;Cauca;Popayán;;
MUNICIPIO DE EL PAUJIL;800095763;Caquetá;El Paujil;;
DIRECCION REGIONAL ORIENTE - INPEC;804004840;Santander;Bucaramanga;;
ALCALDIA LOCAL DE SANTAFE- FONDO DE DESARROLLO LOCAL DE SANTA FE;899999061;Distrito Capital de Bogotá;Bogotá;;
MUNICIPIO DE SANTA SOFIA;800099651;No Definido;No Definido;;
MINISTERIO DEL TRABAJO - DIRECCION TERRITORIAL DE CUNDINAMARCA;901074333;Cundinamarca;Facatativá;;
MUNICIPIO DE VENADILLO;800100144;No Definido;No Definido;;
MUNICIPIO DE LA UNION;891901109;No Definido;No Definido;;
MINISTERIO DEL TRABAJO SAN ANDRES;830115226;San Andrés, Providencia y Santa Catalina;No Definido;;
CENTRO DE COMERCIO Y SERVICIOS - SENA REGIONAL CAUCA;899999034;Cauca;Popayán;;
ALCALDIA MUNICIPIO DE MORROA-SUCRE;892201296;Sucre;Morroa;;
INSTITUCION EDUCATIVA PERLA DEL CITARA;811027844;Antioquia;Betania;;
EMPRESA DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL MUNICIPIO DE CHALAN S.A ESP;900306983;Sucre;Chalán;;
INSTITUCION EDUCATIVA MUNICIPAL GUALMATAN;814006513;Nariño;Pasto;;
MUNICIPIO DE PEREIRA-OFICIAL;891480030;Risaralda;Pereira;;
EPMSC;892099122;Meta;Villavicencio;;
EMPRESA SOCIAL DEL ESTADO HOSPITAL JOSE CAYETANO VASQUEZ DE PUERTO BOYACA;891800570;Distrito Capital de Bogotá;Bogotá;;
MUNICIPIO DE RIONEGRO;890907317;Antioquia;Rionegro;;
CONCEJO DISTRITAL DE SANTIAGO DE CALI;890399011;Valle del Cauca;Cali;;
MUNICIPIO DE MEDIO ATRATO;818000941;No Definido;No Definido;;
MINTRABAJO-OFICINA ESPECIAL BARRANCABERMEJA;829003831;Santander;Barrancabermeja;;
MUNICIPIO DE SANTIAGO DE CALI - DEPARTAMENTO ADMINISTRATIVO DE CONTROL DISCIPLINARIO INTERNO;890399011;Valle del Cauca;Cali;;
INSTITUCION EDUCATIVA JOSE MARIA VILLA;811040340;Antioquia;Sopetrán;;
SENA REGIONAL GUAINÍA Grupo de Apoyo Administrativo Mixto;899999034;Guainía;Inírida;;
RENTING DE ANTIOQUIA;900285704;Distrito Capital de Bogotá;No Definido;;
PROMOTORA DE TURISMO DE NARIÑO LIMITADA TURNARIÑO LIMITADA;891200373;Nariño;Pasto;;
SENA REGIONAL  BOYACA Grupo de Apoyo Administrativo Mixto;899999034;Boyacá;Sogamoso;;
INPEC - CARCEL Y PENITENCIARIA DE MEDIA SEGURIDAD DE BOGOTÁ;830032396;Distrito Capital de Bogotá;No Definido;;
GRUPO AEREO DEL AMAZONAS;900465019;Amazonas;Leticia;;
EMPRESA URRA S.A. E.S.P.;8001757469;Córdoba;Montería;;
DIRECCIÓN GENERAL DE SANIDAD MILITAR;8300396705;Distrito Capital de Bogotá;Bogotá;;
Rama Judicial Dirección Seccional de Administración Judicial de Pasto;800165872;Nariño;Pasto;;
Rama Judicial  Dirección Seccional de Administración Judicial de Pereira;800165940;Risaralda;Pereira;;
MUNICIPIO DE NEIVA;891180009;Huila;Neiva;;
CONTRALORIA MUNICIPAL DE POPAYAN;817005038;Cauca;Popayán;;
MUNICIPIO DE MONGUA;891855735;Boyacá;Mongua;;
Instituto Colombiano Agropecuario Magdalena;899999069;Magdalena;Santa Marta;;
CONCEJO MUNICIPIO DE IZA;891856077;Boyacá;Iza;;
CORPORACION AUTONOMA REGIONAL DEL QUINDIO;890000447;Quindío;Armenia;;
INSTITUTO DE DEPORTES; EDUCACIÓN FÍSICA Y RECREACIÓN DEL CHOCÓ;818000923;No Definido;No Definido;
ESAP TERRITORIAL META;800117530;Meta;Villavicencio;;
Municipio de La Ceja;8909812075;No Definido;No Definido;;
UNIDAD ADMINISTRATIVA ESPECIAL DE CATASTRO DISTRITAL;900127768;No Definido;No Definido;;
ALCALDIA MUNICIPAL DE PIAMONTE;817000992;No Definido;No Definido;;
SENA REGIONAL CESAR Grupo de Apoyo Administrativo Mixto;899999034;Cesar;Aguachica;;
